text,cluster,section_name
"(CNN) -- An 11-year-old boy has been detained by Bahraini authorities for nearly a month for allegedly participating in an ""illegal gathering"" and for burning tires, an arrest that human rights groups say comes amid the country's continued crackdown on anti-government protesters. Rights groups on Saturday demanded the release of the boy, Ali Hasan, following news that Bahrain's Juvenile Court ordered the youth moved from a jail to a juvenile detention facility. Hasan was arrested on May 14 by Bahraini authorities for allegedly participating in an ""illegal gathering"" with about a dozen others, according to the Bahrain International Affairs Authority, the kingdom's information office. Specifically, the boy was involved with burning tires at a roadblock, the office said. ""The juvenile is receiving social care and tutoring at the center. He completed his last exam of the sixth grade level on Thursday,"" the information office said in a statement, which identified the boy as being 12 years old. But an attorney for Hasan's family disputes the government account, saying the boy was playing with two other children in the street when he was stopped by police. The attorney, Shahzalan Khamees, said that police stopped Hasan and two other boys, who managed to run away. Khamees said Hasan claims the police threatened to shoot him with a pellet gun if he ran. The boy, according to Khamees, was then detained for questioning. A second defense attorney, Mohsin Al-Alawi, said he recently visited Hasan and that the boy told him that he didn't take part in an ""illegal gathering."" The boy sobbed, said he is tired and wants to go home, Al-Alawi said. The Bahrain Rehabilitation and Anti-Violence Organization, an Ireland-based rights group, demanded Hasan's immediate release. There are a ""growing number of children detained for investigation in security cases,"" the group said in a statement. Meanwhile, the Bahrain Center for Human Rights expressed concern about the government's targeting of children under the age of 15 in its crackdown. The rights group said Hasan, who they claim is 11, was the youngest detainee in Bahrain's prison system. The government did not immediately respond to the allegation. Bahrain has been heavily criticized by rights groups for its crackdown on anti-government protests that began February 14, 2011, in the country -- spurred by popular uprisings in Tunisia and Egypt. But the protests failed to gain the traction of other Arab Spring uprisings following a crackdown in February and then again in mid-March by Bahraini authorities -- backed by troops from Saudi Arabia and the United Arab Emirates. Demonstrators and Bahraini authorities have continued to clash, with the opposition accusing the government of being heavy handed in its crackdown on protests. In November, Bahrain's Independent Commission of Inquiry issued a report highly critical of the crackdown. The commission, set up by the king, concluded that police had used excessive force and torture during last year's crackdown on protests. The report recommended reforms to the country's law and better training of its security forces. CNN's Saad Abedine contributed to this report.",1,World News
"Atlanta (CNN) -- Police have found the body of a 7-year-old Georgia girl who went missing more than two days ago, the state's chief law enforcement official said Monday. Police believe Jorelys Rivera was abducted, sexually assaulted and murdered at her apartment complex in Canton, about 40 miles north of Atlanta, said Georgia Bureau of Investigation (GBI) Director Vernon Keenan. ""This is going to be a very, very horrendous crime. I am convinced of that after having observed the body. A child death is always a terrible thing, but a child who dies under extreme violence is the absolute worst thing,"" he told reporters. An autopsy will be done to determine the cause of death, Keenan said. The girl was last seen Friday near a playground at her apartment. Police initially thought she might have wandered off, but after more than 48 hours of searching, they said they believed the girl was kidnapped. Canton police, assisted by the FBI and the GBI, expanded the search area Monday and began canvassing for sex offenders living nearby. They are now asking for help to find out who killed the little girl. Her body was found in a dumpster at the apartment complex where she lived. ""We need help from the public,"" said Police Chief Jeff Lance. As of Monday afternoon, Keenan said, investigators were actively pursuing leads, but police had no one in custody and no suspects. ""Quite frankly, at this point we do not have a strong suspect. We've not focused in on anyone. We very much need information from the public who may know something about the abduction of this child,"" said Keenan. State troopers were stopping and talking to everyone entering, leaving or driving by the apartment complex Monday afternoon. Earlier, as volunteers and police handed out fliers with information and a picture of the missing child, her mother spent the morning in court trying to regain custody of her other children, who were taken by the Department of Family and Children's Services for alleged lack of supervision. The girl's parents are not suspects, Keenan said. Joselin Rivera had spoken with local media hours after her young daughter went missing Friday, saying she just wanted her returned safely. After the girl's body was found, neighbors said they feared for their safety. Speaking in Spanish, Luis Fernando Montenegro said he was concerned for his daughter, who attends night school. ""If she (Rivera) was abducted here and her body was also found here in the (apartment) complex, how do we know the killer is not still here?"" he asked. CNN's Holly Firfer and Gustavo Valdes contributed to this report.",1,Local News
"(CNN) -- A man and a woman have been charged by police in Italy after they were found having sex in a confession box, it was reported Wednesday. The Italian ANSA news agency said the young man and woman were taken into custody by police in the northern city of Cesena following a telephone complaint from a man attending morning Mass in the city's cathedral. Authorities were alerted after a parishoner heard ""rustling and groaning"" coming from inside the confession box and pulled back the curtains to reveal a goth-rock couple engaged in oral sex, ANSA said. The agency said the pair -- a 31-year-old laborer and a 32-year-old teacher -- defended their conduct saying: ""We are atheists and for us, having sex in church is like doing it any other place."" However, Bishop Antonio Lanfranchi of Cesena-Sarsina took said the couple's behavior was ""an outrage of notable proportions which bespeaks unutterable squalor."" He added that a special ceremony would be held to purify the confession box.",1,Local News
"(CNN) -- Police in Oakland, California, took a 43-year-old former student at a small religious college into custody Monday after a shooting spree at the school that left seven dead and three wounded, the city's police chief said. The motive behind the killings at Oikos University in East Oakland remained a mystery Monday night, Oakland Police Chief Howard Jordan told reporters. Detectives had not yet questioned the suspect, identified as One Goh, and no charges had been filed, he said. ""With a case of this magnitude, with all the victims and witnesses and all the chaos, it's going to take a few days to put the pieces together,"" Jordan said. The college, which caters to the Korean American Christian community, offers degrees in theology, music, nursing and Asian medicine, according to its website. Oakland Mayor Jean Quan said most of the victims appeared to be from the city's Korean-American community, and the city was working to find multilingual counselors to help survivors. ""No American mayor wants to have this situation,"" she said. ""It seems over the last decade, we've gotten used to seeing senseless mass killings like this, and we'll have to question the availability of guns and the need for other services in our community."" What is Oikos University? Gunfire erupted inside the single-story building that houses the private Christian college about 10:30 a.m. A witness, Brian Snow, said he was at a nearby credit union when shots rang out, ""and it started getting chaotic."" ""In Oakland, sometimes things like that happen, but it dies over,"" he said. But this time, he said, ""I went outside and the cops were coming and like 'Don't move, don't move,' and it started getting chaotic ... a pedestrian came out with a bullet hole and I was like, 'Getting really crazy right now.' "" Lucas Garcia, who was teaching an English class at the college when the rampage began, told CNN affiliate KGO-TV that he counted about six gunshots from a nearby nursing classroom. Garcia said he heard someone yell, ""He's got a gun,"" and he got his students out of the building while the gunfire continued. Jordan said the relationship between the suspect and any of those shot remained unknown Monday night, as detectives combed over ""a very bloody scene with lots of evidence."" ""Initially, we were told he was in a classroom when he stood up and began shooting at the victims,"" Jordan said. Several of the survivors, including the wounded, hid behind locked doors or desks as the shooting went on. The suspect took one of the victims' cars and drove off, but surrendered to police at a Safeway grocery in the Oakland suburb of Alameda a short time later, Jordan said. California Gov. Jerry Brown, who served as Oakland's mayor from 1999 to 2007, called the killings ""shocking and sad."" ""Our thoughts and prayers go out to the victims, their families and friends and the entire community affected by this senseless act of violence,"" Brown said in a statement issued by his office. CNN's Paul Vercammen, Dan Simon and Augie Martin contributed to this report.",1,News
"(CNN) -- Mexican authorities on Thursday continued to investigate the kidnappings of at least six people from a Holiday Inn in Monterrey, Mexico, Wednesday. Nuevo Leon state Attorney General Alejandro Garza y Garza said in a news conference that the unidentified gunmen entered a second hotel as well, the state-run Notimex news agency reported. A convoy of between 10 and 15 vehicles carrying as many as 30 gunmen pulled into the Holiday Inn at around 2 a.m., Garza y Garza said. According to him, the gunmen brought a handcuffed man into the lobby, who gave them information on the intended victims. A businessman from Mexico City, Luis Miguel Gonzalez, was kidnapped, along with three other guests, Garza y Garza said. The other guests were identified as Angel Ernesto Montes de Oca of Mexico City, Manuel Juarez and Aracely Hernandez, an employee of a staffing company near the border with the United States. A hotel receptionist, David Salas, was also kidnapped, together with another hotel employee, authorities said. A security guard at the hotel was missing, but it was not confirmed that he too was kidnapped, Garza y Garza said. Before leaving, the gunmen took the computer from the reception desk as well as the video from the security camera, he said. Minutes later, there was a report of the same group of gunmen entering the Mision Hotel, located near the Holiday Inn. Police responded to the hotel, but the officials there declined to report a crime to the authorities. Northern Mexico, particularly the states of Tamaulipas and Nuevo Leon, have seen a recent uptick in violent activity, much of it blamed on warring drug cartels.",1,Crime
"(CNN) -- Authorities in Mississippi are holding a father of five in the deaths of his children, ages 1 to 8, the state's Department of Public Safety said Tuesday evening. ""The seriousness of this violent crime is unconscionable,"" said Albert Santa Cruz, Mississippi's public safety commissioner. Timothy Jones Jr., 32, is being held in Smith County on child endangerment charges and is awaiting extradition to South Carolina for prosecution. The children, reported missing from South Carolina last week, were found dead in Alabama on Tuesday, authorities said. Their remains were discovered off a dirt road in Wilcox County, said Sgt. Steve Jarrett of the Alabama Department of Public Safety. Jones led law enforcement to the crime scene, Jarrett said. No other details were immediately available about how the children died. A multi-state search for the children and their father involved the FBI and state law enforcement agencies. It was launched after the mother told Lexington County, South Carolina, sheriff's investigators on September 3 that she has been unable to contact her former husband. ""Neighbors told deputies that the children's father said he was moving with his children from his home near Lexington to another state,"" said Lexington Sheriff Lewis McCarty. Jones and the children's mother were divorced. They shared custody of the children, according to the Lexington County, South Carolina, Sheriff's office. On Saturday, Jones was taken into custody in Mississippi on suspicion of driving under the influence. When his SUV was towed, authorities found evidence of a crime, the state's Department of Public Safety said. A check of the National Criminal Information Center found he was wanted in South Carolina. Missing nursing student's remains found in Tennessee . CNN's Suzanne Presto contributed to this report.",1,Crime News
"Johannesburg (CNN) -- Three of four minors accused of taking part in a brutal videotaped gang rape of a teenager will face full prosecution, a spokesman for a South African court said Wednesday. The boys appeared in court Wednesday -- along with three others who are not minors -- to apply for bail. The seven suspects are between the ages of 13 and 19. A bail hearing will be held May 3 for the minors and June 20 for the adults, said the spokesman, Mthunzi Mhaga. It is unlikely that the suspects, accused of a crime that has shocked many in South Africa, will be granted bail, officials have said. An eighth suspect -- a man who was found with the victim -- is scheduled to appear in court on May 4, court officials said. The images of the assault of the 17-year-old girl, believed to be mentally ill, swept across the Internet last week and touched a nerve in South Africa. The shocking footage shows the girl pleading for her attackers to stop, and it has some activists saying it is an example of the country's problem with rape. The girl went missing on March 21. Police suspect she was kidnapped and turned into a sex slave. The cell phone video of her gang rape surfaced and went viral among schoolchildren in Soweto, a vast township near Johannesburg. The Daily Sun, a local tabloid, alerted police about the attack after a concerned mother whose daughter was watching the video handed it over to the newspaper. Police embarked on a search for the girl and the people in the video. Eight suspects have been arrested and charged with kidnapping and raping the teen. Seven of them were seen on the video; the other was a 37-year-old man found with the girl last week. A woman is raped every 26 seconds in South Africa, according to local aid groups. More than 60,000 cases of sexual assault were reported in the year to March 2011, down from 70,000 in 2008, police said. Women's rights activist Lisa Vetten says in the province of Gauteng, where Johannesburg is located, one in every five rapes is a gang rape. ""Rape is a young man's crime,"" she said. ""It's a bit of a performance for them, showing off to each other how macho they are. We need to teach our young men that you can be masculine in ways that do not involve violence and degrading women."" The mother of the 17-year-old has said this was not the first time her daughter has been raped. She was raped in 2009 and 2010, and authorities have done little to address the issue in the past, the mother said. ""It's 2012 now, and I'm still waiting for DNA results,"" she said. After the girl was found and as the news of the video emerged, the government placed her in a safe house -- a place where she can attend school and socialize in a secure environment. ""They are coming now because things have turned out this way,"" the mother said. ""They shouldn't pretend as if they have been standing up for me. They never stood up for me.""",1,News
"Pretoria, South Africa (CNN) -- Prosecutors in the Oscar Pistorius murder case will make a final push Friday to keep the acclaimed track star in jail after a bail hearing jolted by the sudden removal of the lead investigator. The South African Police Service pulled Hilton Botha from the case Thursday after prosecutors reinstated attempted murder charges against him. Botha is accused of chasing and firing on a minibus full of people while drunk in 2011. He is charged with seven counts of attempted murder. The allegations were the latest blow to a prosecution case that has suffered through several miscues during the bail hearing, including admissions that police could have contaminated the crime scene and failed to properly catalog evidence. Prosecutors are trying to keep Pistorius jailed pending his trial on a charge of premeditated murder in the February 14 shooting death of his girlfriend, model Reeva Steenkamp, 29. The hearing ended Thursday with no decision on bail and is scheduled to resume Friday. Pistorius, 26, is accused of the premeditated murder of Steenkamp after, according to prosecutors, a heated argument in the early morning hours of Valentine's Day. The sprinter, however, says he thought an intruder was hiding in a toilet room inside the bathroom of his Pretoria home. He says he fired into the room in a fit of terror before realizing the person inside was Steenkamp. Replacing Botha . Court officials learned Thursday that prosecutors had restored the charges against Botha in the 2011 incident. The charges had previously been withdrawn for additional investigation, but prosecutors decided Wednesday to proceed, said Commissioner Riah Phiyega of the South African Police Service. Phiyega praised Botha, saying he is an experienced investigator who ""has presented the case of the police well."" Botha was replaced by the department's most senior detective, Vinesh Moonoo, in a move Phiyega said positioned the department for a ""long-haul"" investigation of Steenkamp's killing. During the three-day bail hearing, being held in a dark, stuffy Pretoria courtroom, defense attorney Barry Roux hammered away at the credibility of Botha and the entire police investigation. He argued police had missed a bullet in the toilet of the bathroom where Steenkamp was shot and may have contaminated the crime scene by failing to wear protective foot covers. Botha told Roux that investigators didn't wear the booties because they'd run out. Bulelwa Makeke, the spokeswoman for South Africa's National Prosecuting Authority, said before the announcement of Botha's removal that the accusations against the investigator would be little more than a ""speed bump"" in the Pistorius case. Gallery: Athletes charged with murder . Monumental collapse? In arguments wrapping up Thursday's session, Prosecutor Gerrie Nel said Pistorius' defense team has failed to explain why investigators found two cell phones and the gun believed to have been used in the shooting in front of the shower. That goes to the prosecution claim that Steenkamp didn't merely get up to relieve herself in the middle of the night, but in fact had locked herself in the bathroom with her cell phone to protect herself from Pistorius. Nel also said Pistorius has shown a lack of realization of what he has done and cast doubt on Pistorius' claims that one of the reasons for his extreme fear that night was that he had been a victim of burglary and violent crime in the past. Where, Nel asked, are the court cases from those incidents? Why, Nel asked, didn't Pistorius whisper to Steenkamp or try to wake her up when he heard noises? In full: Pistorius' affidavit to court . In addition to his questions about the bullet and the booties, Roux got Botha to acknowledge during the hearing that investigators had failed to collect any evidence that counters Pistorius' argument that he mistakenly shot Steenkamp. Roux told Magistrate Desmond Nair that the prosecution's case had suffered a monumental collapse. The defense attorney also questioned police claims that a witness who lived at least 300 meters (328 yards) from Pistorius' home had heard a raging argument coming from the home. He also said officers had failed to properly investigate and catalog evidence found there, including ammunition and a bottle of what Botha first called testosterone before backtracking. Roux said the substance is an herbal remedy. Authorities have argued that ballistic evidence shows Pistorius had to intentionally target the toilet to strike Steenkamp, and that evidence shows he was standing on his prosthetic legs when he shot through the bathroom door. Pistorius said in his statement that when he shot through the door, he was feeling vulnerable to an intruder because he was not wearing his legs and had limited mobility. Prosecutors are fighting bail because they worry that Pistorius will disappear if he's released, and they say that he has a history of police encounters that suggest he is a threat to public safety. Pistorius has pledged to stay in South Africa and fight the charges if released, adding that he's unlikely to escape notice as a well-known athlete who walks on prosthetic legs. His family issued a statement Thursday afternoon through Vuna Reputation Management, saying that they ""fully respect the bail hearing process."" ""They understand it is in the full interest of justice that the process associated with the bail application be followed in its entirety"", said Arnold Pistorius, Oscar Pistorius' uncle and family spokesperson. ""We are strong and supportive as a family, for Oscar, but we understand that this is in the best interest for all."" Anger about detention . In other developments, the women's branch of South Africa's ruling party accused authorities of giving Pistorius special treatment by holding him at the police station instead of prison. ""If there is some special circumstance that permits this, authorities must share this with the public as they are setting a bad precedent,"" the statement from the African National Congress Women's League said. ""All should be treated equally before the law no matter your standing in society."" What's life like in a South African prison? Nike pulls away from sprinter . Also Thursday, Nike announced it had suspended its contract with Pistorius, saying it would ""monitor the situation closely."" Nike had already pulled a TV ad featuring the sports star. Nike's bullet ad with Pistorius backfires . Robyn Curnow reported from Pretoria, and Michael Pearson reported and wrote from Atlanta. CNN's Marilia Brocchetto, Kim Norgaard and Dianne McCarthy also contributed to this report.",1,Crime
"(CNN) -- Survivors of a mass shooting attack in Norway returned Saturday for the first time to the island where a gunman went on a rampage a month ago, killing 69 people. More than 1,000 people are expected to visit Utoya island Saturday, state broadcaster NRK said. Television footage showed young people picking their way along the shoreline and spreading across the small island. Many of those who survived did so by hiding among rocks and vegetation or swimming out into the chilly waters around the island. The survivors' visit comes a day after relatives of those killed were allowed to travel to the island for the first time to see where their loved ones' final moments were spent. Police officers were at hand to point out to the families exactly where those killed were found. Many lit candles and left flowers in makeshift shrines, local media reported. Several hundred people were attending a political summer camp held by the youth wing of the governing Labour Party at the time of the July 22 shooting attack. Many of those killed were teenagers. NRK said Saturday's visit was the first time many of the young people had seen one another since the traumatic events a month ago. The island remains a crime scene, as police investigate the mass shooting and the bombing of Oslo government buildings on the same day, which claimed the lives of eight more people . The suspect in both attacks, Anders Breivik, was ordered held in isolation for four more weeks Friday after appearing before a judge in Oslo. Giving his ruling, the judge said Breivik should continue to be held in solitary confinement because there was a real danger otherwise that he would tamper with evidence and hinder the police investigation. Breivik, 32, had told the court that being held in isolation is ""boring, monotonous and a sadistic method of torture,"" the judge said. Breivik admitted the attacks, a judge and his lawyer say, but has pleaded not guilty in court. Paal-Fredrik Hjort Kraby, of Oslo Police District, told reporters Friday that 400 witnesses had now been questioned in connection with the two attacks. Breivik will face further interrogation this week, he said. CNN's Cynthia Wamwayi contributed to this report.",1,National News
"Nogales, Mexico (CNN) -- Inside a Mexican jail, Yanira Maldonado wept. A devout Mormon, the Arizona mother of seven said Wednesday she's been turning to scripture to survive ever since authorities falsely accused her of drug smuggling last week. ""Reading the scriptures, reading the Book of Mormon, praying, fasting,"" Maldonado told CNN. ""And all the support that I've been getting from my family, my husband, my children, and everybody out there reaching out to help."" A judge is weighing whether to set Maldonado free after authorities accused her of drug smuggling and alleged they found 12 pounds of marijuana under her bus seat. Maldonado maintained her innocence Wednesday. ""I'm a good mom. I love the gospel. I'm LDS. And we work hard to have what we have,"" she said. ""You know, we're not rich, but we're very honest and we always do our best to help other people."" The Mexican military officials who arrested Maldonado haven't made their case yet in court. The soldiers were scheduled to appear Wednesday, but didn't show, according to a defense attorney. Hearings in the case are set to continue Friday. Maldonado's family denies the charges and says they're optimistic the case against her is crumbling. ""We have high hopes,"" Anna Soto, Maldonado's daughter, told CNN on Wednesday. ""So I'm just looking forward to that. Hopefully, Friday, I'm praying that she will be home and be set free."" It's a situation Maldonado said she never imagined when she boarded a bus last week to head back to the United States after attending her aunt's funeral in Mexico. ""I was at the checkpoint. They asked us to get off bus. And they were checking for drugs or I don't know what else,"" she said. ""And they say they found something under my seat. But I never saw anything. They didn't show me anything. It was just amazing all that, what they did."" Fearing for her life . Earlier this week, Maldonado's cuffed hands gripped a metal bar as a truck carrying her to testify barreled down the street. One thought went through her mind, she told CNN, crying as she recalled her fear that the fast-moving Mexican police convoy would crash. ""I'm not a killer. I'm not a criminal. I'm just here by mistake because people are not doing their work,"" she said. ""This is not right. I need to be back with my family. I need to be out of here. I need help."" Since her arrest, Maldonado said her views toward the country where she was born have changed drastically. Asked before by friends about going south of the border, Maldonado never thought twice when she gave advice. ""I used to tell people, 'Come to Mexico. It's not true what they're saying. I go every year to visit my family. ... I come, I drive myself, nothing happens.' ... Look what's happening to me now. I cannot say that anymore,"" Maldonado told CNN. ""I don't want anybody to go through this."" If she's released from prison, Maldonado says she's not sure whether she'll ever return to Mexico. From a bus seat to a jail cell . Mexican authorities arrested Maldonado last Wednesday as she and her husband, Gary, were on their way back to Arizona. Gary Maldonado said he believes Mexican soldiers at the checkpoint wanted a bribe. A Mexican state official also told CNN it appears that Maldonado was framed. Another daughter, Brenda Pedraza, called the arrest ""outrageous."" Her mother was recently by her side, she said, cradling her newborn granddaughter. ""She's just a wonderful mom and a wonderful grandma and she would never jeopardize her life to lose this, to lose her family,"" she told CNN's Wolf Blitzer on Wednesday. The family relies on Maldonado and misses her, Pedraza said. ""I still need her, you know, being a new mom. I still need her advice, her guidance. We've heard that the minimum is 10 years. Ten years is a whole lifespan. We don't have that time, 10 years, to be separated,"" Pedraza said, choking back tears. ""Please, to the officials in Mexico, please do your part and really investigate, because I know my mom has nothing to do with those illegal drugs."" After testifying in court on Tuesday, Gary Maldonado told CNN affiliate KTVK that he was feeling optimistic. ""We're hoping for the best outcome. ... We don't think they have a case,"" he said. The Mexican Embassy in Washington said in a statement that a preliminary decision from the judge was expected soon. Questions about arrest . A Sonora state official with extensive knowledge of the case told CNN there are questions about the arrest. ""Can you imagine?"" asked the official, who was not authorized to speak to the media and did not want to be named. ""A passenger by himself or herself would have been unable to carry almost six kilos of marijuana onto a bus without being noticed. She must've been framed."" A regional office of Mexico's Defense Ministry said troops conducting a routine investigation stopped the bus Maldonado was riding in and and found 12.5 pounds (5.7 kilograms) of a substance that appeared to be marijuana under her seat. Troops turned the case over to the Mexican attorney general's office, the defense ministry said. Maldonado is being housed in a women's prison in Nogales while authorities decide her fate. The Sonora state division of the attorney general's office said the investigation is ongoing and declined to provide additional information. Her husband was told by authorities that regardless of his wife's guilt or innocence, he would have to pay $5,000 to secure her freedom, the family said. He was able to cobble together the money but then was told it was too late. His wife had been transferred to another jail. U.S. officials monitoring the case . Sen. Jeff Flake, R-Arizona, is monitoring the case, his office said. The State Department has also been in touch with the family. ""The U.S. Consulate in Nogales is monitoring the case closely,"" State Department spokeswoman Jennifer Psaki told reporters on Wednesday. ""They are in regular contact with Ms. Maldonado and her family, and her legal counsel, and they're working to schedule another visit with her. The last time we were able to visit with her was May 24."" The State Department estimates that several thousand U.S. citizens are arrested in Mexico each year. But it's unclear exactly how many U.S. citizens have been detained in Mexico, the State Department said. ""We don't have the exact breakdown for Mexico, and the embassy would not have that information either,"" said Elizabeth A. Finan, a spokeswoman for the State Department's Bureau of Consular Affiairs. ""However, I can say millions of U.S. citizens travel to Mexico each year, and most have uneventful trips. Arrests happen every day, as you might expect with such a high volume of visitors."" Some arrests go unreported to U.S. officials, and sometimes arrested individuals do not request consular assistance, Finan wrote in an e-mail to CNN. ""Arrest cases are not uncommon in Mexico,"" she said, ""and our consular officers work hard to assist all U.S. citizens who come to us for help."" 'Blind mules' unknowingly ferry drugs across the U.S.-Mexico border . Former Marine released from Mexican prison . CNN's Rafael Romo reported from Nogales, Mexico. CNN's Catherine E. Shoichet wrote the story in Atlanta. CNN's Christine Theodorou, Mariano Castillo, Paul Courson, Lateef Mungin and Rene Hernandez contributed to this report.",1,World News
